name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Minneapolis, MN",6/21/2022,31.7,22.6,27.2,34.3,22.6,27.2,16.3,55.6,2.612,100,12.5,rain,0,0,66.9,31.6,272.7,1013,30.4,16,295.9,25.5,9,75,2022-06-21T05:26:32,2022-06-21T21:03:22,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",6/22/2022,29.3,19.8,24.6,28.6,19.8,24.4,13,49.7,0,0,0,,0,0,44,21.9,302.3,1018.4,27.4,16,253,21.7,10,10,2022-06-22T05:26:46,2022-06-22T21:03:32,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",6/23/2022,35.2,18.3,27.7,33.7,18.3,27.1,13.2,44.8,0,0,0,,0,0,50.4,26.4,193.5,1012.9,13.8,16,276.2,23.7,9,30,2022-06-23T05:27:03,2022-06-23T21:03:40,0.82,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",6/24/2022,32.6,20.4,27.7,34.1,20.4,28.4,17.2,53.8,0.3,100,8.33,rain,0,0,49.1,27,167.9,1011.2,59.4,16,266.3,23,9,75,2022-06-24T05:27:21,2022-06-24T21:03:46,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HPN07,F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",6/25/2022,26.9,19.9,24.2,28.4,19.9,24.4,16.7,64.2,4.148,100,29.17,rain,0,0,51.4,30.3,277.1,1011.9,64.6,15.5,170,14.7,6,30,2022-06-25T05:27:42,2022-06-25T21:03:49,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",6/26/2022,23.8,15.5,19.5,23.8,15.5,19.5,7.4,46.7,0,0,0,,0,0,60.3,36.4,294.4,1019.5,31.9,16,302.7,26.1,10,10,2022-06-26T05:28:05,2022-06-26T21:03:51,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",6/27/2022,29,13.8,21.9,27.7,13.8,21.6,8.9,46.1,0,0,0,,0,0,34.7,19.1,267.3,1022.3,23.5,16,306.6,26.5,9,30,2022-06-27T05:28:29,2022-06-27T21:03:49,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",6/28/2022,29.1,18.8,23.8,28.4,18.8,23.7,12.3,49.7,0.652,100,12.5,rain,0,0,52.3,25.2,265.7,1017.7,45.4,16,264.9,22.7,9,30,2022-06-28T05:28:56,2022-06-28T21:03:46,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",6/29/2022,33.3,14.6,24.5,33.1,14.6,24.4,12.9,50.9,0,0,0,,0,0,59.3,31.2,153.7,1016,15.2,16,261.6,22.7,9,75,2022-06-29T05:29:25,2022-06-29T21:03:40,0.02,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",6/30/2022,33.2,22,27.5,33.2,22,27.4,15.2,48.9,1.701,100,12.5,rain,0,0,75.6,34.1,241.8,1009,34.1,15.8,277.9,24.2,9,60,2022-06-30T05:29:55,2022-06-30T21:03:32,0.05,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/1/2022,29.2,17.1,23.5,27.8,17.1,23.2,10.2,45.5,0,0,0,,0,0,53,29.2,310,1014.9,18.7,16,298.5,25.7,10,10,2022-07-01T05:30:28,2022-07-01T21:03:21,0.09,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/2/2022,25.3,17.8,21.2,25.3,17.8,21.2,13.3,61.2,0.745,100,12.5,rain,0,0,25.9,9.7,54,1016.2,36,15.7,158.5,13.6,8,10,2022-07-02T05:31:02,2022-07-02T21:03:08,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/3/2022,28.8,17.8,23.5,28.5,17.8,23.6,16.2,65.5,0.423,100,8.33,rain,0,0,28.8,14.5,139,1016.6,58.6,15.7,136.7,11.8,5,30,2022-07-03T05:31:38,2022-07-03T21:02:53,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/4/2022,29.9,21.1,24.9,32.2,21.1,25.5,19.2,71.5,4.395,100,12.5,rain,0,0,43.9,20,149.2,1010.8,61.9,14.7,148,12.7,6,75,2022-07-04T05:32:16,2022-07-04T21:02:35,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/5/2022,31.5,21.7,25.5,34.1,21.7,26.3,21.3,79.4,0,0,0,,0,0,55.4,19.5,45,1010.6,54.5,11.2,241.2,20.9,9,75,2022-07-05T05:32:56,2022-07-05T21:02:15,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/6/2022,27.2,18.8,23.4,28.2,18.8,23.5,17.8,71.8,0,0,0,,0,0,32.4,14.4,53.5,1015.1,69.7,16,177.5,15.6,6,30,2022-07-06T05:33:37,2022-07-06T21:01:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/7/2022,29.6,20.7,25.4,31.6,20.7,26.3,20.6,75.6,3.063,100,8.33,rain,0,0,37.1,13.8,102.1,1014.6,60.2,15.2,167.5,14.3,7,60,2022-07-07T05:34:20,2022-07-07T21:01:28,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/8/2022,27.6,22.3,24.6,28.8,22.3,24.7,19.7,75.1,1.465,100,25,rain,0,0,40.7,18.6,65.5,1017.9,71.2,15.7,215.1,18.4,9,75,2022-07-08T05:35:05,2022-07-08T21:01:00,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/9/2022,28.6,18.6,24.2,28.9,18.6,24.3,16.6,64.6,0,0,0,,0,0,31.7,20.4,160.2,1021.5,31.6,15.8,275.5,23.7,9,10,2022-07-09T05:35:51,2022-07-09T21:00:31,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/10/2022,28.5,21.3,25.3,30.8,21.3,26.3,18.7,66.8,1.085,100,20.83,rain,0,0,59,27.4,161.9,1012.7,59.1,16,127.7,10.9,5,60,2022-07-10T05:36:38,2022-07-10T20:59:59,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/11/2022,30.4,21.3,25.2,30.1,21.3,25.2,17.5,65.6,0.099,100,4.17,rain,0,0,71.2,39.9,294.6,1007.8,31,15.6,228.1,19.9,9,60,2022-07-11T05:37:27,2022-07-11T20:59:25,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/12/2022,30.3,18.1,23.6,29.3,18.1,23.4,14.1,58.7,7.988,100,16.67,rain,0,0,65.8,26.4,293.9,1012,30.7,15.5,277.6,23.8,10,30,2022-07-12T05:38:17,2022-07-12T20:58:49,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"F0824,HPN07,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/13/2022,25.2,16.4,20.8,25.2,16.4,20.8,15.3,72.5,0,0,0,,0,0,33.5,14.7,30.7,1016.8,18.1,15.2,296.8,25.7,10,10,2022-07-13T05:39:09,2022-07-13T20:58:11,0.5,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/14/2022,29.8,16,23.5,30.9,16,23.8,16.3,65.6,0,0,0,,0,0,38.9,22.7,128.7,1017.6,27.4,16,264.4,22.8,9,30,2022-07-14T05:40:02,2022-07-14T20:57:30,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/15/2022,31.3,21.4,26.1,32.6,21.4,26.7,18.9,65.5,0.852,100,8.33,rain,0,0,54.4,29.1,111.4,1014.9,56.7,16,246,21.1,10,60,2022-07-15T05:40:56,2022-07-15T20:56:47,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"HPN07,F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/16/2022,30,20.9,25.9,30.9,20.9,26.3,18.7,66.9,0,0,0,,0,0,18,18.2,153.8,1014.9,41.6,15.5,226.7,19.6,10,30,2022-07-16T05:41:51,2022-07-16T20:56:02,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/17/2022,30.2,21.5,26.5,31.1,21.5,26.9,18.7,63.8,0,0,0,,0,0,35.3,15.6,178.4,1012.6,52.2,16,209,18,10,60,2022-07-17T05:42:47,2022-07-17T20:55:15,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/18/2022,35.4,22.9,29,37.7,22.9,30.4,19.7,59.7,0,0,0,,0,0,43.1,21,222.4,1009.8,9.6,16,286.5,24.6,9,75,2022-07-18T05:43:45,2022-07-18T20:54:26,0.66,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/19/2022,32.6,24.8,28.4,34.2,24.8,29,17.1,51.9,0,0,0,,0,0,70.4,38.6,216,1001.7,37.6,16,205.1,17.7,9,75,2022-07-19T05:44:43,2022-07-19T20:53:35,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/20/2022,31.7,22.6,27,30.5,22.6,26.7,14.8,49.5,0,0,0,,0,0,69.4,36.8,295.9,1002.1,36.4,16,273.8,23.6,9,30,2022-07-20T05:45:43,2022-07-20T20:52:41,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/21/2022,30,23,26.4,28.7,23,26,13.3,46.9,0,0,0,,0,0,48.1,31.1,304.5,1008.5,26.7,16,300.8,25.8,9,30,2022-07-21T05:46:43,2022-07-21T20:51:46,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/22/2022,33.4,23,28.1,33.4,23,28.1,15.2,46.6,0,0,0,,0,0,53.9,19.1,262.5,1009.9,33.1,16,231.2,19.7,8,75,2022-07-22T05:47:44,2022-07-22T20:50:48,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/23/2022,26.5,20.8,23.4,26.5,20.8,23.4,18.8,75.7,6.885,100,20.83,rain,0,0,54.2,28.8,77.4,1009.2,38.7,15.7,93.7,8,6,60,2022-07-23T05:48:46,2022-07-23T20:49:49,0.83,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/24/2022,26.4,18.6,22.6,26.4,18.6,22.6,13.6,59.6,0,0,0,,0,0,47.8,29.9,323.6,1013,23,15.9,256.2,22.2,8,10,2022-07-24T05:49:49,2022-07-24T20:48:48,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/25/2022,25.1,14.8,20.5,25.1,14.8,20.5,10.9,56.3,0,0,0,,0,0,29.5,17.6,265.3,1017.6,30.5,16,233.6,20.3,10,10,2022-07-25T05:50:53,2022-07-25T20:47:44,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/26/2022,25,17.9,21.3,25,17.9,21.3,16.6,75.1,6.406,100,25,rain,0,0,50.4,23.8,208,1012.8,81.5,15.4,92.6,8.1,5,30,2022-07-26T05:51:57,2022-07-26T20:46:39,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,HPN07,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/27/2022,28,17,22.5,27.5,17,22.4,13.4,61.2,0,0,0,,0,0,56.6,33.4,280.1,1010.3,35.3,15.9,281.8,24.4,9,10,2022-07-27T05:53:02,2022-07-27T20:45:32,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/28/2022,24,15.4,20.4,24,15.4,20.4,11.1,56.3,0,0,0,,0,0,59.2,28.7,309.5,1013.7,34,16,207.3,17.7,8,10,2022-07-28T05:54:08,2022-07-28T20:44:24,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/29/2022,26.7,15.4,21.2,26.6,15.4,21.2,12.2,59.3,0,0,0,,0,0,31.4,18.7,314.5,1017.8,33.1,16,238.1,20.6,8,10,2022-07-29T05:55:14,2022-07-29T20:43:13,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/30/2022,31.1,16.4,24,30.6,16.4,24,14.7,58.8,0,0,0,,0,0,38.9,27.5,201.8,1018.1,9.2,16,281.3,24.1,9,30,2022-07-30T05:56:21,2022-07-30T20:42:01,0.07,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",7/31/2022,29.4,19.3,25,30.8,19.3,25.5,17.1,62,0.125,100,4.17,rain,0,0,56,35.2,198.2,1011.1,40.8,16,182.4,15.7,9,75,2022-07-31T05:57:28,2022-07-31T20:40:47,0.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/1/2022,28.9,19.1,24.2,28.1,19.1,24,14.2,56.5,0,0,0,,0,0,39,22.4,305.9,1010.9,31.7,16,286.3,24.7,9,30,2022-08-01T05:58:36,2022-08-01T20:39:32,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/2/2022,35,18.5,27,40.7,18.5,29.6,19.2,63,0,0,0,,0,0,66.4,36.3,164.3,1006.4,24.4,16,246.9,21.2,8,100,2022-08-02T05:59:44,2022-08-02T20:38:14,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/3/2022,31.4,21.6,26.1,35.2,21.6,26.1,15.9,56.3,3.945,100,12.5,rain,0,0,72.3,29.9,308,1006.2,33.6,15.7,287.8,24.7,9,100,2022-08-03T06:00:52,2022-08-03T20:36:56,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HPN07,F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/4/2022,29.1,15.1,22.7,28.5,15.1,22.6,13.4,58.2,0,0,0,,0,0,25.9,15.6,82.9,1016.5,0,16,276.1,23.9,9,10,2022-08-04T06:02:01,2022-08-04T20:35:35,0.24,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/5/2022,32.8,19.9,26.3,33.4,19.9,26.7,17.2,59,0,0,0,,0,0,54.8,32.2,166.8,1014.6,10.3,16,268.4,23.3,9,30,2022-08-05T06:03:10,2022-08-05T20:34:14,0.25,Clear,Clear conditions throughout the day.,clear-day,"F0824,D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/6/2022,26.2,21.8,23.9,26.2,21.8,23.9,20.7,82.9,13.543,100,37.5,rain,0,0,45.4,18.5,145.6,1013.9,75.3,14.5,45.5,4,3,30,2022-08-06T06:04:20,2022-08-06T20:32:50,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/7/2022,24.4,16.8,21.1,24.4,16.8,21.1,16.8,77.1,15.4,100,20.83,rain,0,0,44.6,24,21.2,1015.8,94.6,14.4,94.8,8.2,6,10,2022-08-07T06:05:30,2022-08-07T20:31:26,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/8/2022,24.6,13.7,18.9,24.6,13.7,18.9,13,71.3,2.946,100,12.5,rain,0,0,32,16.8,331.5,1017.6,57.5,15.9,261.3,22.6,9,10,2022-08-08T06:06:40,2022-08-08T20:30:00,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/9/2022,28.4,15.2,22.1,28.2,15.2,22.1,14.5,64.8,0,0,0,,0,0,16.9,13.7,220.7,1018.6,1,16,280.4,24.2,9,10,2022-08-09T06:07:50,2022-08-09T20:28:32,0.42,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/10/2022,29.7,18,24.1,29.3,18,24,15.5,61.7,0,0,0,,0,0,29.5,16.8,348.6,1020.4,16.2,16,242.7,21.2,8,10,2022-08-10T06:09:01,2022-08-10T20:27:03,0.45,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/11/2022,28,18.2,22.8,27.6,18.2,22.8,12.9,55.1,0,0,0,,0,0,17.6,15.4,87.8,1022.3,25.9,16,257,22.1,9,10,2022-08-11T06:10:11,2022-08-11T20:25:33,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/12/2022,22.5,16.6,20,22.5,16.6,20,14.4,71,27.027,100,41.67,rain,0,0,66.4,37.2,143.7,1018.9,73.4,14.9,84.1,7.1,5,10,2022-08-12T06:11:22,2022-08-12T20:24:02,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,F5903,KMIC"
"Minneapolis, MN",8/13/2022,22.1,17,19.3,22.1,17,19.3,14.7,75,0,0,0,,0,0,43.9,21.3,31.4,1014.8,86.6,16,103.5,8.9,4,10,2022-08-13T06:12:33,2022-08-13T20:22:29,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,HPN07,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/14/2022,22.4,14.1,18.2,22.4,14.1,18.2,14.3,79,0,0,0,,0,0,20.9,12,54.2,1017.6,64.5,15.7,265.5,22.9,10,10,2022-08-14T06:13:44,2022-08-14T20:20:55,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/15/2022,24.3,15,20,24.3,15,20,15.7,77.2,0,0,0,,0,0,15.5,12.9,152.7,1018.8,40.7,15.6,130.3,11.4,5,10,2022-08-15T06:14:55,2022-08-15T20:19:21,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/16/2022,26.8,18.4,22.5,27.1,18.4,22.5,16.2,69.8,0,0,0,,0,0,13.3,14.5,149.7,1020.2,63,16,160.4,14.1,6,30,2022-08-16T06:16:07,2022-08-16T20:17:45,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/17/2022,27.5,19,22.7,28.1,19,22.8,16.2,67.7,3.962,100,25,rain,0,0,50,24.4,192.8,1019.5,63,15.5,201.3,17.4,7,60,2022-08-17T06:17:18,2022-08-17T20:16:07,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/18/2022,26.4,17.8,21.4,26.4,17.8,21.4,17.3,78.5,7.105,100,33.33,rain,0,0,52.8,17.8,221.1,1012.3,67.5,15.7,126.8,10.9,6,60,2022-08-18T06:18:29,2022-08-18T20:14:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/19/2022,23.6,16.8,19.4,23.6,16.8,19.4,16.5,83.5,12.573,100,50,rain,0,0,42.9,15.9,156.1,1008.9,74.5,15.6,120.9,10.4,8,30,2022-08-19T06:19:41,2022-08-19T20:12:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/20/2022,23.9,17.5,20.4,23.9,17.5,20.4,17,81.5,0,0,0,,0,0,46.4,19.4,9.9,1014.2,68.9,15,179.1,15.4,7,30,2022-08-20T06:20:52,2022-08-20T20:11:10,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/21/2022,27.5,15.5,21.4,27.5,15.5,21.4,14.9,69.3,0,0,0,,0,0,16.6,16.1,330.4,1018.2,26.4,15,209.8,17.9,8,10,2022-08-21T06:22:04,2022-08-21T20:09:29,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/22/2022,27.5,15.9,21.9,27.3,15.9,21.9,14.1,64,0,0,0,,0,0,12.6,9.7,48.7,1017.8,24,15.8,225.5,19.5,8,10,2022-08-22T06:23:15,2022-08-22T20:07:47,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/23/2022,28.4,15.6,22.6,28.5,15.6,22.7,15.3,65.6,0,0,0,,0,0,27.7,15.5,149.5,1015.4,18.1,15.9,231.7,19.9,8,10,2022-08-23T06:24:26,2022-08-23T20:06:04,0.88,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/24/2022,27,21.1,23.6,28.2,21.1,23.7,17.9,70.6,0,0,0,,0,0,30.2,16.5,138,1014,62.4,16,157.3,13.5,6,75,2022-08-24T06:25:38,2022-08-24T20:04:20,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/25/2022,25.2,17.9,21.1,25.2,17.9,21.1,16.4,75.8,0.115,100,4.17,rain,0,0,33.5,16.3,0.1,1017.3,71.7,15.9,175.2,15.1,8,10,2022-08-25T06:26:49,2022-08-25T20:02:36,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/26/2022,26.7,15.2,21.2,26.8,15.2,21.2,14.1,65.8,0,0,0,,0,0,23.8,15.8,146.3,1017.7,23.4,15.5,222.6,19.1,9,10,2022-08-26T06:28:01,2022-08-26T20:00:51,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/27/2022,26.1,19.4,22,26.1,19.4,22,18.7,81.4,15.229,100,41.67,rain,0,0,73.1,38.5,144.4,1010.1,72,15.3,80.3,6.9,3,100,2022-08-27T06:29:12,2022-08-27T19:59:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0824,HPN07,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/28/2022,26.4,19.6,22.7,26.4,19.6,22.7,20.1,85.4,10.159,100,45.83,rain,0,0,54.4,24.4,150,1004.3,91.5,15.1,82.3,7.3,3,100,2022-08-28T06:30:24,2022-08-28T19:57:18,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",8/29/2022,26,19,22.6,26,19,22.6,15,64.8,2.381,100,8.33,rain,0,0,64.4,33.9,273,1007.3,34.9,16,246.6,21.2,9,30,2022-08-29T06:31:35,2022-08-29T19:55:31,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,HPN21,72658414927,72657594960,72658014922,KMSP,KMIC"
